discipline_title,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_location,game_name,game_season,game_year
Swimming,200m backstroke men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tripp-schwenk,Tripp Schwenk,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,200m backstroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/emanuele-merisi,Emanuele Merisi,Italy,IT,ITA,United States,Atlanta 1996,Summer,1996
Swimming,200m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/danyon-joseph-loader,Danyon Joseph Loader,New Zealand,NZ,NZL,United States,Atlanta 1996,Summer,1996
Swimming,200m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gustavo-borges,Gustavo Borges,Brazil,BR,BRA,United States,Atlanta 1996,Summer,1996
Swimming,200m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/daniel-kowalski,Daniel Kowalski,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,400m individual medley men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/tom-dolan,Tom Dolan,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,400m individual medley men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/eric-namesnik,Eric Namesnik,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,400m individual medley men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/curtis-allen-myden,Curtis Allen Myden,Canada,CA,CAN,United States,Atlanta 1996,Summer,1996
Swimming,200m individual medley men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/attila-czene,Attila Czene,Hungary,HU,HUN,United States,Atlanta 1996,Summer,1996
Swimming,200m individual medley men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jani-sievinen,Jani Sievinen,Finland,FI,FIN,United States,Atlanta 1996,Summer,1996
Swimming,200m individual medley men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/curtis-allen-myden,Curtis Allen Myden,Canada,CA,CAN,United States,Atlanta 1996,Summer,1996
Swimming,100m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alexander-popov-1,Alexander Popov,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Swimming,100m freestyle men,Men,SILVER,Athlete,,,"Gary Hall, Jr.",USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,100m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gustavo-borges,Gustavo Borges,Brazil,BR,BRA,United States,Atlanta 1996,Summer,1996
Swimming,200m breaststroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/penelope-heyns,Penelope Heyns,South Africa,ZA,RSA,United States,Atlanta 1996,Summer,1996
Swimming,200m breaststroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/amanda-beard,Amanda Beard,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,200m breaststroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/agnes-kovacs,Agnes Kovacs,Hungary,HU,HUN,United States,Atlanta 1996,Summer,1996
Swimming,100m butterfly men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/denis-pankratov,Denis Pankratov,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Swimming,100m butterfly men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/scott-miller,Scott Miller,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,100m butterfly men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/vladislav-kulikov,Vladislav Kulikov,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Swimming,200m butterfly men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/denis-pankratov,Denis Pankratov,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Swimming,200m butterfly men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tom-malchow,Tom Malchow,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,200m butterfly men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/scott-goodman,Scott Goodman,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,100m butterfly women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/amy-van-dyken,Amy Van Dyken,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,100m butterfly women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/limin-liu,Limin Liu,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Swimming,100m butterfly women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/angel-martino,Angel Martino,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,200m backstroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/krisztina-egerszegi,Krisztina Egerszegi,Hungary,HU,HUN,United States,Atlanta 1996,Summer,1996
Swimming,200m backstroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/whitney-l-hedgepeth,Whitney L. Hedgepeth,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,200m backstroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/cathleen-rund,Cathleen Rund,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,100m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/jingyi-le,Jingyi Le,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Swimming,100m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sandra-voelker,Sandra Voelker,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,100m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/angel-martino,Angel Martino,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,200m butterfly women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/susan-o-neill,Susan O'Neill,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,200m butterfly women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/petria-thomas,Petria Thomas,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,200m butterfly women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/michelle-marie-smith,Michelle Marie Smith,Ireland,IE,IRL,United States,Atlanta 1996,Summer,1996
Swimming,400m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/danyon-joseph-loader,Danyon Joseph Loader,New Zealand,NZ,NZL,United States,Atlanta 1996,Summer,1996
Swimming,400m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/paul-rory-palmer,Paul Rory Palmer,Great Britain,GB,GBR,United States,Atlanta 1996,Summer,1996
Swimming,400m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/daniel-kowalski,Daniel Kowalski,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,100m breaststroke men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/frederik-deburghgraeve,Frederik Deburghgraeve,Belgium,BE,BEL,United States,Atlanta 1996,Summer,1996
Swimming,100m breaststroke men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jeremy-linn,Jeremy Linn,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,100m breaststroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mark-warnecke,Mark Warnecke,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,200m breaststroke men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/norbert-rozsa-1,Norbert Rozsa,Hungary,HU,HUN,United States,Atlanta 1996,Summer,1996
Swimming,200m breaststroke men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/karoly-guttler,Karoly Guttler,Hungary,HU,HUN,United States,Atlanta 1996,Summer,1996
Swimming,200m breaststroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/andrey-korneyev,Andrey Korneyev,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Swimming,100m breaststroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/penelope-heyns,Penelope Heyns,South Africa,ZA,RSA,United States,Atlanta 1996,Summer,1996
Swimming,100m breaststroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/amanda-beard,Amanda Beard,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,100m breaststroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/samantha-linette-riley,Samantha Linette Riley,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,200m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/claudia-poll-ahrens,Claudia Poll Ahrens,Costa Rica,CR,CRC,United States,Atlanta 1996,Summer,1996
Swimming,200m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/franziska-van-almsick,Franziska Van Almsick,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,200m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/dagmar-hase,Dagmar Hase,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,200m individual medley women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/michelle-marie-smith,Michelle Marie Smith,Ireland,IE,IRL,United States,Atlanta 1996,Summer,1996
Swimming,200m individual medley women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/marianne-luise-limpert,Marianne Luise Limpert,Canada,CA,CAN,United States,Atlanta 1996,Summer,1996
Swimming,200m individual medley women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/li-lin,Li Lin,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Swimming,100m backstroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/beth-botsford,Beth Botsford,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,100m backstroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/whitney-l-hedgepeth,Whitney L. Hedgepeth,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,100m backstroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/marianne-kriel,Marianne Kriel,South Africa,ZA,RSA,United States,Atlanta 1996,Summer,1996
Swimming,50m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/amy-van-dyken,Amy Van Dyken,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,50m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/jingyi-le,Jingyi Le,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Swimming,50m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/sandra-voelker,Sandra Voelker,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,1500m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/kieren-john-perkins,Kieren John Perkins,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,1500m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/daniel-kowalski,Daniel Kowalski,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Swimming,1500m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/graeme-smith,Graeme Smith,Great Britain,GB,GBR,United States,Atlanta 1996,Summer,1996
Swimming,800m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/brooke-bennett,Brooke Bennett,USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,800m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/dagmar-hase,Dagmar Hase,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,800m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kirsten-vlieghuis,Kirsten Vlieghuis,Netherlands,NL,NED,United States,Atlanta 1996,Summer,1996
Swimming,50m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alexander-popov-1,Alexander Popov,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Swimming,50m freestyle men,Men,SILVER,Athlete,,,"Gary Hall, Jr.",USA,US,USA,United States,Atlanta 1996,Summer,1996
Swimming,50m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/fernando-scherer,Fernando Scherer,Brazil,BR,BRA,United States,Atlanta 1996,Summer,1996
Swimming,400m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/michelle-marie-smith,Michelle Marie Smith,Ireland,IE,IRL,United States,Atlanta 1996,Summer,1996
Swimming,400m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/dagmar-hase,Dagmar Hase,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Swimming,400m freestyle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kirsten-vlieghuis,Kirsten Vlieghuis,Netherlands,NL,NED,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle prone 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/christian-klees,Christian Klees,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle prone 60 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sergey-beliaev,Sergey Beliaev,Kazakhstan,KZ,KAZ,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle prone 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jozef-gonci,Jozef Gonci,Slovakia,SK,SVK,United States,Atlanta 1996,Summer,1996
Shooting,50m pistol 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/boris-kokorev,Boris Kokorev,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Shooting,50m pistol 60 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/igor-basinski,Igor Basinski,Belarus,BY,BLR,United States,Atlanta 1996,Summer,1996
Shooting,50m pistol 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/roberto-di-donna,Roberto Di Donna,Italy,IT,ITA,United States,Atlanta 1996,Summer,1996
Shooting,trap 125 targets men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/michael-diamond,Michael Diamond,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Shooting,trap 125 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/josh-lakatos,Josh Lakatos,USA,US,USA,United States,Atlanta 1996,Summer,1996
Shooting,trap 125 targets men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/lance-bade,Lance Bade,USA,US,USA,United States,Atlanta 1996,Summer,1996
Shooting,10m air rifle 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/artem-khadzhibekov,Artem Khadzhibekov,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Shooting,10m air rifle 60 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/wolfram-jun-waibel,Wolfram Jun. Waibel,Austria,AT,AUT,United States,Atlanta 1996,Summer,1996
Shooting,10m air rifle 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jean-pierre-amat,Jean Pierre Amat,France,FR,FRA,United States,Atlanta 1996,Summer,1996
Shooting,10m air pistol 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/roberto-di-donna,Roberto Di Donna,Italy,IT,ITA,United States,Atlanta 1996,Summer,1996
Shooting,10m air pistol 60 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yifu-wang,Yifu Wang,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Shooting,10m air pistol 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/tanyu-kiriakov,Tanyu Kiriakov,Bulgaria,BG,BUL,United States,Atlanta 1996,Summer,1996
Shooting,50m running target 3030 shot men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ling-yang,Ling Yang,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Shooting,50m running target 3030 shot men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jun-xiao,Jun Xiao,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Shooting,50m running target 3030 shot men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/miroslav-janus,Miroslav Janus,Czech Republic,CZ,CZE,United States,Atlanta 1996,Summer,1996
Shooting,skeet (125 targets) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ennio-falco,Ennio Falco,Italy,IT,ITA,United States,Atlanta 1996,Summer,1996
Shooting,skeet (125 targets) men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/miroslaw-rzepkowski,Miroslaw Rzepkowski,Poland,PL,POL,United States,Atlanta 1996,Summer,1996
Shooting,skeet (125 targets) men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/andrea-benelli,Andrea Benelli,Italy,IT,ITA,United States,Atlanta 1996,Summer,1996
Shooting,10m air pistol 40 shots women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/olga-kousnetsova,Olga Kousnetsova,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Shooting,10m air pistol 40 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/marina-dobrancheva,Marina Dobrancheva,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Shooting,10m air pistol 40 shots women,Women,BRONZE,Athlete,,,Mariya Grozdeva,Bulgaria,BG,BUL,United States,Atlanta 1996,Summer,1996
Shooting,25m rapid fire pistol 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ralf-schumann,Ralf Schumann,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Shooting,25m rapid fire pistol 60 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/emil-milev-1,Emil Milev,Bulgaria,BG,BUL,United States,Atlanta 1996,Summer,1996
Shooting,25m rapid fire pistol 60 shots men,Men,BRONZE,Athlete,,,Vladimir Vokhmyanin,Kazakhstan,KZ,KAZ,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle 3 positions 3x20 shots women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/aleksandra-ivosev,Aleksandra Ivosev,Serbia and Montenegro,CSXX,SCG,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle 3 positions 3x20 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/irina-gerasimenok,Irina Gerasimenok,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle 3 positions 3x20 shots women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/renata-mauer-rozanska,Renata Mauer-Rozanska,Poland,PL,POL,United States,Atlanta 1996,Summer,1996
Shooting,double trap 150 targets men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/russell-mark,Russell Mark,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Shooting,double trap 150 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/albano-pera,Albano Pera,Italy,IT,ITA,United States,Atlanta 1996,Summer,1996
Shooting,double trap 150 targets men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bing-zhang,Bing Zhang,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Shooting,25m pistol 3030 shots women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/duihong-li,Duihong Li,China,CN,CHN,United States,Atlanta 1996,Summer,1996
Shooting,25m pistol 3030 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/diana-iorgova,Diana Iorgova,Bulgaria,BG,BUL,United States,Atlanta 1996,Summer,1996
Shooting,25m pistol 3030 shots women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/marina-dobrancheva,Marina Dobrancheva,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Shooting,10m air rifle 40 shots women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/renata-mauer-rozanska,Renata Mauer-Rozanska,Poland,PL,POL,United States,Atlanta 1996,Summer,1996
Shooting,10m air rifle 40 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/petra-horneber,Petra Horneber,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Shooting,10m air rifle 40 shots women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/aleksandra-ivosev,Aleksandra Ivosev,Serbia and Montenegro,CSXX,SCG,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle 3 positions 3x40 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jean-pierre-amat,Jean Pierre Amat,France,FR,FRA,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle 3 positions 3x40 shots men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sergey-beliaev,Sergey Beliaev,Kazakhstan,KZ,KAZ,United States,Atlanta 1996,Summer,1996
Shooting,50m rifle 3 positions 3x40 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/wolfram-jun-waibel,Wolfram Jun. Waibel,Austria,AT,AUT,United States,Atlanta 1996,Summer,1996
Shooting,double trap 120 targets women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/kimberly-rhode,Kimberly Rhode,USA,US,USA,United States,Atlanta 1996,Summer,1996
Shooting,double trap 120 targets women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/susanne-kiermayer,Susanne Kiermayer,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Shooting,double trap 120 targets women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/deserie-huddleston,Deserie Huddleston,Australia,AU,AUS,United States,Atlanta 1996,Summer,1996
Equestrian Jumping,individual mixed,Open,GOLD,Athlete,,https://olympics.com/en/athletes/ulrich-kirchhoff,Ulrich Kirchhoff,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Equestrian Jumping,individual mixed,Open,SILVER,Athlete,,https://olympics.com/en/athletes/wilhelm-melliger,Wilhelm Melliger,Switzerland,CH,SUI,United States,Atlanta 1996,Summer,1996
Equestrian Jumping,individual mixed,Open,BRONZE,Athlete,,https://olympics.com/en/athletes/alexandra-ledermann,Alexandra Ledermann,France,FR,FRA,United States,Atlanta 1996,Summer,1996
Tennis,Singles women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lindsay-davenport,Lindsay Davenport,USA,US,USA,United States,Atlanta 1996,Summer,1996
Tennis,Singles women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/arantxa-sanchez-vicario,Arantxa Sanchez-Vicario,Spain,ES,ESP,United States,Atlanta 1996,Summer,1996
Tennis,Singles women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/jana-novotna,Jana Novotna,Czech Republic,CZ,CZE,United States,Atlanta 1996,Summer,1996
Tennis,Singles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/andre-agassi,Andre Agassi,USA,US,USA,United States,Atlanta 1996,Summer,1996
Tennis,Singles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sergi-bruguera,Sergi Bruguera,Spain,ES,ESP,United States,Atlanta 1996,Summer,1996
Tennis,Singles men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/leander-paes,Leander Paes,India,IN,IND,United States,Atlanta 1996,Summer,1996
Equestrian Dressage,individual mixed,Open,GOLD,Athlete,,https://olympics.com/en/athletes/isabell-werth,Isabell Werth,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Equestrian Dressage,individual mixed,Open,SILVER,Athlete,,https://olympics.com/en/athletes/annica-van-grunsven,Annica Van Grunsven,Netherlands,NL,NED,United States,Atlanta 1996,Summer,1996
Equestrian Dressage,individual mixed,Open,BRONZE,Athlete,,https://olympics.com/en/athletes/sven-rothenberger,Sven Rothenberger,Netherlands,NL,NED,United States,Atlanta 1996,Summer,1996
Gymnastics Rhythmic,individual all-round women,Women,GOLD,Athlete,,,Kateryna Serebrianska,Ukraine,UA,UKR,United States,Atlanta 1996,Summer,1996
Gymnastics Rhythmic,individual all-round women,Women,SILVER,Athlete,,,Yana Batyrshina,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Gymnastics Rhythmic,individual all-round women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/olena-vitrychenko,Olena Vitrychenko,Ukraine,UA,UKR,United States,Atlanta 1996,Summer,1996
Boxing,63.5-67kg welterweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/oleg-saitov,Oleg Saitov,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Boxing,63.5-67kg welterweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/juan-hernandez-sierra,Juan Hernandez Sierra,Cuba,CU,CUB,United States,Atlanta 1996,Summer,1996
Boxing,63.5-67kg welterweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/marian-simion,Marian Simion,Romania,RO,ROU,United States,Atlanta 1996,Summer,1996
Boxing,63.5-67kg welterweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/daniel-santos-1,Daniel Santos,Puerto Rico,PR,PUR,United States,Atlanta 1996,Summer,1996
Boxing,48-51kg flyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/maikro-romero,Maikro Romero,Cuba,CU,CUB,United States,Atlanta 1996,Summer,1996
Boxing,48-51kg flyweight men,Men,SILVER,Athlete,,,Bolat Zhumadilov,Kazakhstan,KZ,KAZ,United States,Atlanta 1996,Summer,1996
Boxing,48-51kg flyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/albert-pakeev,Albert Pakeev,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Boxing,48-51kg flyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/zoltan-lunka,Zoltan Lunka,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Boxing,57-60kg lightweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hocine-soltani,Hocine Soltani,Algeria,DZ,ALG,United States,Atlanta 1996,Summer,1996
Boxing,57-60kg lightweight men,Men,SILVER,Athlete,,,Toncho Tonchev,Bulgaria,BG,BUL,United States,Atlanta 1996,Summer,1996
Boxing,57-60kg lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/terrance-cauthen,Terrance Cauthen,USA,US,USA,United States,Atlanta 1996,Summer,1996
Boxing,57-60kg lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/leonard-dorin-doroftei,Leonard Dorin Doroftei,Romania,RO,ROU,United States,Atlanta 1996,Summer,1996
Boxing,91kg super heavyweight men,Men,GOLD,Athlete,,,Wladimir Klitschko,Ukraine,UA,UKR,United States,Atlanta 1996,Summer,1996
Boxing,91kg super heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/paea-wolfgram,Paea Wolfgram,Tonga,TO,TGA,United States,Atlanta 1996,Summer,1996
Boxing,91kg super heavyweight men,Men,BRONZE,Athlete,,,Aleksey Lyozin,Russian Federation,RU,RUS,United States,Atlanta 1996,Summer,1996
Boxing,91kg super heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/duncan-dokiwari,Duncan Dokiwari,Nigeria,NG,NGR,United States,Atlanta 1996,Summer,1996
Boxing,81-91kg heavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/felix-savon,Félix Savón,Cuba,CU,CUB,United States,Atlanta 1996,Summer,1996
Boxing,81-91kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/david-defiagbon,David Defiagbon,Canada,CA,CAN,United States,Atlanta 1996,Summer,1996
Boxing,81-91kg heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/nate-jones,Nate Jones,USA,US,USA,United States,Atlanta 1996,Summer,1996
Boxing,81-91kg heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/luan-krasniqi,Luan Krasniqi,Germany,DE,GER,United States,Atlanta 1996,Summer,1996
Boxing,60-63.5kg lightwelterweigh men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hector-vinent,Hector Vinent,Cuba,CU,CUB,United States,Atlanta 1996,Summer,1996
