discipline_title,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_location,game_name,game_season,game_year
Gymnastics Artistic,team competition women,Women,GOLD,GameTeam,People's Republic of China team,,,China,CN,CHN,China,Beijing 2008,Summer,2008
Gymnastics Artistic,team competition women,Women,SILVER,GameTeam,United States team,,,USA,US,USA,China,Beijing 2008,Summer,2008
Gymnastics Artistic,team competition women,Women,BRONZE,GameTeam,Romania team,,,Romania,RO,ROU,China,Beijing 2008,Summer,2008
Gymnastics Artistic,team competition men,Men,GOLD,GameTeam,People's Republic of China team,,,China,CN,CHN,China,Beijing 2008,Summer,2008
Gymnastics Artistic,team competition men,Men,SILVER,GameTeam,Japan team,,,Japan,JP,JPN,China,Beijing 2008,Summer,2008
Gymnastics Artistic,team competition men,Men,BRONZE,GameTeam,United States team,,,USA,US,USA,China,Beijing 2008,Summer,2008
Biathlon,4x75km relay men,Men,GOLD,GameTeam,Germany team,,,Germany,DE,GER,Italy,Turin 2006,Winter,2006
Biathlon,4x75km relay men,Men,SILVER,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Italy,Turin 2006,Winter,2006
Biathlon,4x75km relay men,Men,BRONZE,GameTeam,France team,,,France,FR,FRA,Italy,Turin 2006,Winter,2006
Biathlon,4x6km relay women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Italy,Turin 2006,Winter,2006
Biathlon,4x6km relay women,Women,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Italy,Turin 2006,Winter,2006
Biathlon,4x6km relay women,Women,BRONZE,GameTeam,France team,,,France,FR,FRA,Italy,Turin 2006,Winter,2006
Cross Country Skiing,Relay 4x10km men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,Italy,Turin 2006,Winter,2006
Cross Country Skiing,Relay 4x10km men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Italy,Turin 2006,Winter,2006
Cross Country Skiing,Relay 4x10km men,Men,BRONZE,GameTeam,Sweden team,,,Sweden,SE,SWE,Italy,Turin 2006,Winter,2006
Cross Country Skiing,Relay 4x5km women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Italy,Turin 2006,Winter,2006
Cross Country Skiing,Relay 4x5km women,Women,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Italy,Turin 2006,Winter,2006
Cross Country Skiing,Relay 4x5km women,Women,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,Italy,Turin 2006,Winter,2006
Ice Hockey,ice hockey women,Women,GOLD,GameTeam,Canada team,,,Canada,CA,CAN,Italy,Turin 2006,Winter,2006
Ice Hockey,ice hockey women,Women,SILVER,GameTeam,Sweden team,,,Sweden,SE,SWE,Italy,Turin 2006,Winter,2006
Ice Hockey,ice hockey women,Women,BRONZE,GameTeam,United States team,,,USA,US,USA,Italy,Turin 2006,Winter,2006
Ice Hockey,ice hockey men,Men,GOLD,GameTeam,Sweden team,,,Sweden,SE,SWE,Italy,Turin 2006,Winter,2006
Ice Hockey,ice hockey men,Men,SILVER,GameTeam,Finland team,,,Finland,FI,FIN,Italy,Turin 2006,Winter,2006
Ice Hockey,ice hockey men,Men,BRONZE,GameTeam,Czech Republic team,,,Czech Republic,CZ,CZE,Italy,Turin 2006,Winter,2006
Speed skating,Team pursuit men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,Italy,Turin 2006,Winter,2006
Speed skating,Team pursuit men,Men,SILVER,GameTeam,Canada team,,,Canada,CA,CAN,Italy,Turin 2006,Winter,2006
Speed skating,Team pursuit men,Men,BRONZE,GameTeam,Netherlands team,,,Netherlands,NL,NED,Italy,Turin 2006,Winter,2006
Speed skating,Team pursuit women,Women,GOLD,GameTeam,Germany team,,,Germany,DE,GER,Italy,Turin 2006,Winter,2006
Speed skating,Team pursuit women,Women,SILVER,GameTeam,Canada team,,,Canada,CA,CAN,Italy,Turin 2006,Winter,2006
Speed skating,Team pursuit women,Women,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Italy,Turin 2006,Winter,2006
Nordic Combined,Team men,Men,GOLD,GameTeam,Austria team,,,Austria,AT,AUT,Italy,Turin 2006,Winter,2006
Nordic Combined,Team men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Italy,Turin 2006,Winter,2006
Nordic Combined,Team men,Men,BRONZE,GameTeam,Finland team,,,Finland,FI,FIN,Italy,Turin 2006,Winter,2006
Bobsleigh,four-man men,Men,GOLD,GameTeam,Germany team #1,,,Germany,DE,GER,Italy,Turin 2006,Winter,2006
Bobsleigh,four-man men,Men,SILVER,GameTeam,Russian Federation team #1,,,Russian Federation,RU,RUS,Italy,Turin 2006,Winter,2006
Bobsleigh,four-man men,Men,BRONZE,GameTeam,Switzerland team #1,,,Switzerland,CH,SUI,Italy,Turin 2006,Winter,2006
Ski Jumping,Teams men,Men,GOLD,GameTeam,Austria team,,,Austria,AT,AUT,Italy,Turin 2006,Winter,2006
Ski Jumping,Teams men,Men,SILVER,GameTeam,Finland team,,,Finland,FI,FIN,Italy,Turin 2006,Winter,2006
Ski Jumping,Teams men,Men,BRONZE,GameTeam,Norway team,,,Norway,NO,NOR,Italy,Turin 2006,Winter,2006
Short Track Speed Skating,5000m relay men,Men,GOLD,GameTeam,Republic of Korea team,,,South Korea,KR,KOR,Italy,Turin 2006,Winter,2006
Short Track Speed Skating,5000m relay men,Men,SILVER,GameTeam,Canada team,,,Canada,CA,CAN,Italy,Turin 2006,Winter,2006
Short Track Speed Skating,5000m relay men,Men,BRONZE,GameTeam,United States team,,,USA,US,USA,Italy,Turin 2006,Winter,2006
Short Track Speed Skating,3000m relay women,Women,GOLD,GameTeam,Republic of Korea team,,,South Korea,KR,KOR,Italy,Turin 2006,Winter,2006
Short Track Speed Skating,3000m relay women,Women,SILVER,GameTeam,Canada team,,,Canada,CA,CAN,Italy,Turin 2006,Winter,2006
Short Track Speed Skating,3000m relay women,Women,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,Italy,Turin 2006,Winter,2006
Curling,curling women,Women,GOLD,GameTeam,Sweden team,,,Sweden,SE,SWE,Italy,Turin 2006,Winter,2006
Curling,curling women,Women,SILVER,GameTeam,Switzerland team,,,Switzerland,CH,SUI,Italy,Turin 2006,Winter,2006
Curling,curling women,Women,BRONZE,GameTeam,Canada team,,,Canada,CA,CAN,Italy,Turin 2006,Winter,2006
Curling,curling men,Men,GOLD,GameTeam,Canada team,,,Canada,CA,CAN,Italy,Turin 2006,Winter,2006
Curling,curling men,Men,SILVER,GameTeam,Finland team,,,Finland,FI,FIN,Italy,Turin 2006,Winter,2006
Curling,curling men,Men,BRONZE,GameTeam,United States team,,,USA,US,USA,Italy,Turin 2006,Winter,2006
Rowing,lightweight coxless four 4 men,Men,GOLD,GameTeam,Denmark team,,,Denmark,DK,DEN,Greece,Athens 2004,Summer,2004
Rowing,lightweight coxless four 4 men,Men,SILVER,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Rowing,lightweight coxless four 4 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Rowing,four without coxswain 4 men,Men,GOLD,GameTeam,Great Britain team,,,Great Britain,GB,GBR,Greece,Athens 2004,Summer,2004
Rowing,four without coxswain 4 men,Men,SILVER,GameTeam,Canada team,,,Canada,CA,CAN,Greece,Athens 2004,Summer,2004
Rowing,four without coxswain 4 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Rowing,eight with coxswain 8 women,Women,GOLD,GameTeam,Romania team,,,Romania,RO,ROU,Greece,Athens 2004,Summer,2004
Rowing,eight with coxswain 8 women,Women,SILVER,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Rowing,eight with coxswain 8 women,Women,BRONZE,GameTeam,Netherlands team,,,Netherlands,NL,NED,Greece,Athens 2004,Summer,2004
Rowing,quadruple sculls without coxsw women,Women,GOLD,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Rowing,quadruple sculls without coxsw women,Women,SILVER,GameTeam,Great Britain team,,,Great Britain,GB,GBR,Greece,Athens 2004,Summer,2004
Rowing,quadruple sculls without coxsw women,Women,BRONZE,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Rowing,eight with coxswain 8 men,Men,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Rowing,eight with coxswain 8 men,Men,SILVER,GameTeam,Netherlands team,,,Netherlands,NL,NED,Greece,Athens 2004,Summer,2004
Rowing,eight with coxswain 8 men,Men,BRONZE,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Rowing,quadruple sculls without coxsw men,Men,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Rowing,quadruple sculls without coxsw men,Men,SILVER,GameTeam,Czech Republic team,,,Czech Republic,CZ,CZE,Greece,Athens 2004,Summer,2004
Rowing,quadruple sculls without coxsw men,Men,BRONZE,GameTeam,Ukraine team,,,Ukraine,UA,UKR,Greece,Athens 2004,Summer,2004
Basketball,basketball women,Women,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Basketball,basketball women,Women,SILVER,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Basketball,basketball women,Women,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Basketball,basketball men,Men,GOLD,GameTeam,Argentina team,,,Argentina,AR,ARG,Greece,Athens 2004,Summer,2004
Basketball,basketball men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Basketball,basketball men,Men,BRONZE,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Athletics,4x400m relay women,Women,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Athletics,4x400m relay women,Women,SILVER,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Athletics,4x400m relay women,Women,BRONZE,GameTeam,Jamaica team,,,Jamaica,JM,JAM,Greece,Athens 2004,Summer,2004
Athletics,4x100m relay men,Men,GOLD,GameTeam,Great Britain team,,,Great Britain,GB,GBR,Greece,Athens 2004,Summer,2004
Athletics,4x100m relay men,Men,SILVER,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Athletics,4x100m relay men,Men,BRONZE,GameTeam,Nigeria team,,,Nigeria,NG,NGR,Greece,Athens 2004,Summer,2004
Athletics,4x400m relay men,Men,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Athletics,4x400m relay men,Men,SILVER,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Athletics,4x400m relay men,Men,BRONZE,GameTeam,Nigeria team,,,Nigeria,NG,NGR,Greece,Athens 2004,Summer,2004
Athletics,4x100m relay women,Women,GOLD,GameTeam,Jamaica team,,,Jamaica,JM,JAM,Greece,Athens 2004,Summer,2004
Athletics,4x100m relay women,Women,SILVER,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Athletics,4x100m relay women,Women,BRONZE,GameTeam,France team,,,France,FR,FRA,Greece,Athens 2004,Summer,2004
Equestrian Eventing,team mixed,Open,GOLD,GameTeam,France team,,,France,FR,FRA,Greece,Athens 2004,Summer,2004
Equestrian Eventing,team mixed,Open,SILVER,GameTeam,Great Britain team,,,Great Britain,GB,GBR,Greece,Athens 2004,Summer,2004
Equestrian Eventing,team mixed,Open,BRONZE,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Cycling Track,Team Pursuit 4000m men,Men,GOLD,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Cycling Track,Team Pursuit 4000m men,Men,SILVER,GameTeam,Great Britain team,,,Great Britain,GB,GBR,Greece,Athens 2004,Summer,2004
Cycling Track,Team Pursuit 4000m men,Men,BRONZE,GameTeam,Spain team,,,Spain,ES,ESP,Greece,Athens 2004,Summer,2004
Cycling Track,Team sprint men,Men,GOLD,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Cycling Track,Team sprint men,Men,SILVER,GameTeam,Japan team,,,Japan,JP,JPN,Greece,Athens 2004,Summer,2004
Cycling Track,Team sprint men,Men,BRONZE,GameTeam,France team,,,France,FR,FRA,Greece,Athens 2004,Summer,2004
Equestrian Dressage,team mixed,Open,GOLD,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Equestrian Dressage,team mixed,Open,SILVER,GameTeam,Spain team,,,Spain,ES,ESP,Greece,Athens 2004,Summer,2004
Equestrian Dressage,team mixed,Open,BRONZE,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Swimming,4x100m medley relay men,Men,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Swimming,4x100m medley relay men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Swimming,4x100m medley relay men,Men,BRONZE,GameTeam,Japan team,,,Japan,JP,JPN,Greece,Athens 2004,Summer,2004
Swimming,4x100m medley relay women,Women,GOLD,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Swimming,4x100m medley relay women,Women,SILVER,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Swimming,4x100m medley relay women,Women,BRONZE,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Swimming,4x100m freestyle relay women,Women,GOLD,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Swimming,4x100m freestyle relay women,Women,SILVER,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Swimming,4x100m freestyle relay women,Women,BRONZE,GameTeam,Netherlands team,,,Netherlands,NL,NED,Greece,Athens 2004,Summer,2004
Swimming,4x100m freestyle relay men,Men,GOLD,GameTeam,South Africa team,,,South Africa,ZA,RSA,Greece,Athens 2004,Summer,2004
Swimming,4x100m freestyle relay men,Men,SILVER,GameTeam,Netherlands team,,,Netherlands,NL,NED,Greece,Athens 2004,Summer,2004
Swimming,4x100m freestyle relay men,Men,BRONZE,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Swimming,4x200m freestyle relay men,Men,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Swimming,4x200m freestyle relay men,Men,SILVER,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Swimming,4x200m freestyle relay men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Swimming,4x200m freestyle relay women,Women,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Swimming,4x200m freestyle relay women,Women,SILVER,GameTeam,People's Republic of China team,,,China,CN,CHN,Greece,Athens 2004,Summer,2004
Swimming,4x200m freestyle relay women,Women,BRONZE,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Volleyball,volleyball men,Men,GOLD,GameTeam,Brazil team,,,Brazil,BR,BRA,Greece,Athens 2004,Summer,2004
Volleyball,volleyball men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Volleyball,volleyball men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Volleyball,volleyball women,Women,GOLD,GameTeam,People's Republic of China team,,,China,CN,CHN,Greece,Athens 2004,Summer,2004
Volleyball,volleyball women,Women,SILVER,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Volleyball,volleyball women,Women,BRONZE,GameTeam,Cuba team,,,Cuba,CU,CUB,Greece,Athens 2004,Summer,2004
Football,football men,Men,GOLD,GameTeam,Argentina team,,,Argentina,AR,ARG,Greece,Athens 2004,Summer,2004
Football,football men,Men,SILVER,GameTeam,Paraguay team,,,Paraguay,PY,PAR,Greece,Athens 2004,Summer,2004
Football,football men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Football,football women,Women,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Football,football women,Women,SILVER,GameTeam,Brazil team,,,Brazil,BR,BRA,Greece,Athens 2004,Summer,2004
Football,football women,Women,BRONZE,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Archery,team FITA Olympic round  70m men,Men,GOLD,GameTeam,Republic of Korea team,,,South Korea,KR,KOR,Greece,Athens 2004,Summer,2004
Archery,team FITA Olympic round  70m men,Men,SILVER,GameTeam,Chinese Taipei team,,,Chinese Taipei,TW,TPE,Greece,Athens 2004,Summer,2004
Archery,team FITA Olympic round  70m men,Men,BRONZE,GameTeam,Ukraine team,,,Ukraine,UA,UKR,Greece,Athens 2004,Summer,2004
Archery,team FITA Olympic round  70m women,Women,GOLD,GameTeam,Republic of Korea team,,,South Korea,KR,KOR,Greece,Athens 2004,Summer,2004
Archery,team FITA Olympic round  70m women,Women,SILVER,GameTeam,People's Republic of China team,,,China,CN,CHN,Greece,Athens 2004,Summer,2004
Archery,team FITA Olympic round  70m women,Women,BRONZE,GameTeam,Chinese Taipei team,,,Chinese Taipei,TW,TPE,Greece,Athens 2004,Summer,2004
Gymnastics Rhythmic,group competition women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Gymnastics Rhythmic,group competition women,Women,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Gymnastics Rhythmic,group competition women,Women,BRONZE,GameTeam,Bulgaria team,,,Bulgaria,BG,BUL,Greece,Athens 2004,Summer,2004
Equestrian Jumping,team mixed,Open,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Equestrian Jumping,team mixed,Open,SILVER,GameTeam,Sweden team,,,Sweden,SE,SWE,Greece,Athens 2004,Summer,2004
Equestrian Jumping,team mixed,Open,BRONZE,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Gymnastics Artistic,team competition women,Women,GOLD,GameTeam,Romania team,,,Romania,RO,ROU,Greece,Athens 2004,Summer,2004
Gymnastics Artistic,team competition women,Women,SILVER,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Gymnastics Artistic,team competition women,Women,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Gymnastics Artistic,team competition men,Men,GOLD,GameTeam,Japan team,,,Japan,JP,JPN,Greece,Athens 2004,Summer,2004
Gymnastics Artistic,team competition men,Men,SILVER,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Gymnastics Artistic,team competition men,Men,BRONZE,GameTeam,Romania team,,,Romania,RO,ROU,Greece,Athens 2004,Summer,2004
Hockey,hockey women,Women,GOLD,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Hockey,hockey women,Women,SILVER,GameTeam,Netherlands team,,,Netherlands,NL,NED,Greece,Athens 2004,Summer,2004
Hockey,hockey women,Women,BRONZE,GameTeam,Argentina team,,,Argentina,AR,ARG,Greece,Athens 2004,Summer,2004
Hockey,hockey men,Men,GOLD,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Hockey,hockey men,Men,SILVER,GameTeam,Netherlands team,,,Netherlands,NL,NED,Greece,Athens 2004,Summer,2004
Hockey,hockey men,Men,BRONZE,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Fencing,sabre team men,Men,GOLD,GameTeam,France team,,,France,FR,FRA,Greece,Athens 2004,Summer,2004
Fencing,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Fencing,sabre team men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Fencing,épée team men,Men,GOLD,GameTeam,France team,,,France,FR,FRA,Greece,Athens 2004,Summer,2004
Fencing,épée team men,Men,SILVER,GameTeam,Hungary team,,,Hungary,HU,HUN,Greece,Athens 2004,Summer,2004
Fencing,épée team men,Men,BRONZE,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Fencing,épée team women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Fencing,épée team women,Women,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Fencing,épée team women,Women,BRONZE,GameTeam,France team,,,France,FR,FRA,Greece,Athens 2004,Summer,2004
Fencing,foil team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Fencing,foil team men,Men,SILVER,GameTeam,People's Republic of China team,,,China,CN,CHN,Greece,Athens 2004,Summer,2004
Fencing,foil team men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Water Polo,water polo women,Women,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,Greece,Athens 2004,Summer,2004
Water Polo,water polo women,Women,SILVER,GameTeam,Greece team,,,Greece,GR,GRE,Greece,Athens 2004,Summer,2004
Water Polo,water polo women,Women,BRONZE,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Water Polo,water polo men,Men,GOLD,GameTeam,Hungary team,,,Hungary,HU,HUN,Greece,Athens 2004,Summer,2004
Water Polo,water polo men,Men,SILVER,GameTeam,Serbia and Montenegro team,,,Serbia and Montenegro,CSXX,SCG,Greece,Athens 2004,Summer,2004
Water Polo,water polo men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Sailing,Yngling - Keelboat women,Women,GOLD,GameTeam,Great Britain team,,,Great Britain,GB,GBR,Greece,Athens 2004,Summer,2004
Sailing,Yngling - Keelboat women,Women,SILVER,GameTeam,Ukraine team,,,Ukraine,UA,UKR,Greece,Athens 2004,Summer,2004
Sailing,Yngling - Keelboat women,Women,BRONZE,GameTeam,Denmark team,,,Denmark,DK,DEN,Greece,Athens 2004,Summer,2004
Canoe Sprint,K4 1000m kayak four men,Men,GOLD,GameTeam,Hungary team,,,Hungary,HU,HUN,Greece,Athens 2004,Summer,2004
Canoe Sprint,K4 1000m kayak four men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Canoe Sprint,K4 1000m kayak four men,Men,BRONZE,GameTeam,Slovakia team,,,Slovakia,SK,SVK,Greece,Athens 2004,Summer,2004
Canoe Sprint,K4 500m kayak four women,Women,GOLD,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Canoe Sprint,K4 500m kayak four women,Women,SILVER,GameTeam,Hungary team,,,Hungary,HU,HUN,Greece,Athens 2004,Summer,2004
Canoe Sprint,K4 500m kayak four women,Women,BRONZE,GameTeam,Ukraine team,,,Ukraine,UA,UKR,Greece,Athens 2004,Summer,2004
Baseball,baseball men,Men,GOLD,GameTeam,Cuba team,,,Cuba,CU,CUB,Greece,Athens 2004,Summer,2004
Baseball,baseball men,Men,SILVER,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Baseball,baseball men,Men,BRONZE,GameTeam,Japan team,,,Japan,JP,JPN,Greece,Athens 2004,Summer,2004
Softball,softball women,Women,GOLD,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Softball,softball women,Women,SILVER,GameTeam,Australia team,,,Australia,AU,AUS,Greece,Athens 2004,Summer,2004
Softball,softball women,Women,BRONZE,GameTeam,Japan team,,,Japan,JP,JPN,Greece,Athens 2004,Summer,2004
Handball,handball women,Women,GOLD,GameTeam,Denmark team,,,Denmark,DK,DEN,Greece,Athens 2004,Summer,2004
Handball,handball women,Women,SILVER,GameTeam,Republic of Korea team,,,South Korea,KR,KOR,Greece,Athens 2004,Summer,2004
Handball,handball women,Women,BRONZE,GameTeam,Ukraine team,,,Ukraine,UA,UKR,Greece,Athens 2004,Summer,2004
Handball,handball men,Men,GOLD,GameTeam,Croatia team,,,Croatia,HR,CRO,Greece,Athens 2004,Summer,2004
Handball,handball men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER,Greece,Athens 2004,Summer,2004
Handball,handball men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Synchronized Swimming,team women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,Greece,Athens 2004,Summer,2004
Synchronized Swimming,team women,Women,SILVER,GameTeam,Japan team,,,Japan,JP,JPN,Greece,Athens 2004,Summer,2004
Synchronized Swimming,team women,Women,BRONZE,GameTeam,United States team,,,USA,US,USA,Greece,Athens 2004,Summer,2004
Ski Jumping,Teams men,Men,GOLD,GameTeam,Germany team,,,Germany,DE,GER,United States,Salt Lake City 2002,Winter,2002
Ski Jumping,Teams men,Men,SILVER,GameTeam,Finland team,,,Finland,FI,FIN,United States,Salt Lake City 2002,Winter,2002
Ski Jumping,Teams men,Men,BRONZE,GameTeam,Slovenia team,,,Slovenia,SI,SLO,United States,Salt Lake City 2002,Winter,2002
Biathlon,4x75km relay women,Women,GOLD,GameTeam,Germany team,,,Germany,DE,GER,United States,Salt Lake City 2002,Winter,2002
Biathlon,4x75km relay women,Women,SILVER,GameTeam,Norway team,,,Norway,NO,NOR,United States,Salt Lake City 2002,Winter,2002
Biathlon,4x75km relay women,Women,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,United States,Salt Lake City 2002,Winter,2002
Biathlon,4x75km relay men,Men,GOLD,GameTeam,Norway team,,,Norway,NO,NOR,United States,Salt Lake City 2002,Winter,2002
Biathlon,4x75km relay men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER,United States,Salt Lake City 2002,Winter,2002
Biathlon,4x75km relay men,Men,BRONZE,GameTeam,France team,,,France,FR,FRA,United States,Salt Lake City 2002,Winter,2002
Ice Hockey,ice hockey women,Women,GOLD,GameTeam,Canada team,,,Canada,CA,CAN,United States,Salt Lake City 2002,Winter,2002
Ice Hockey,ice hockey women,Women,SILVER,GameTeam,United States team,,,USA,US,USA,United States,Salt Lake City 2002,Winter,2002
Ice Hockey,ice hockey women,Women,BRONZE,GameTeam,Sweden team,,,Sweden,SE,SWE,United States,Salt Lake City 2002,Winter,2002
Ice Hockey,ice hockey men,Men,GOLD,GameTeam,Canada team,,,Canada,CA,CAN,United States,Salt Lake City 2002,Winter,2002
Ice Hockey,ice hockey men,Men,SILVER,GameTeam,United States team,,,USA,US,USA,United States,Salt Lake City 2002,Winter,2002
Ice Hockey,ice hockey men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,United States,Salt Lake City 2002,Winter,2002
Nordic Combined,Team Men,Men,GOLD,GameTeam,Finland team,,,Finland,FI,FIN,United States,Salt Lake City 2002,Winter,2002
Nordic Combined,Team Men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER,United States,Salt Lake City 2002,Winter,2002
